CustomerID,Gender,Age,City,Region,CustomerSegment,SignUpDate
CSTMR0038,Other,44,Izmir,Aegean,Standard,2022-01-08
CSTMR0039,Female,53,Istanbul,Marmara,Premium,2020-02-06
CSTMR0040,Female,30,Aydin,Aegean,VIP,2022-05-16
CSTMR0041,Female,53,Istanbul,Marmara,Standard,2021-11-29
CSTMR0042,Female,38,Antalya,Mediterranean,VIP,2020-03-16
CSTMR0043,Female,35,Kocaeli,Marmara,Standard,2020-05-23
CSTMR0044,Female,62,Istanbul,Marmara,VIP,2022-06-09
CSTMR0045,Other,33,Antalya,Mediterranean,Standard,2022-07-23
CSTMR0046,Female,40,Aydin,Aegean,Standard,2022-01-02
CSTMR0047,Male,42,Izmir,Aegean,Standard,2023-04-12
CSTMR0048,Female,31,Ankara,Central Anatolia,Standard,2021-09-25
CSTMR0049,Female,43,Ankara,Central Anatolia,VIP,2021-05-14
CSTMR0050,Male,20,Izmir,Aegean,Standard,2022-12-29
CSTMR0051,Female,55,Istanbul,Marmara,Standard,2020-02-08
CSTMR0052,Male,27,Bursa,Marmara,Premium,2022-12-17
CSTMR0053,Other,44,Izmir,Aegean,Standard,2020-12-13
CSTMR0054,Male,46,Istanbul,Marmara,Standard,2022-04-03
CSTMR0055,Male,18,Istanbul,Marmara,Standard,2020-07-21
CSTMR0056,Male,45,Izmir,Aegean,Premium,2020-02-16
CSTMR0057,Male,63,Izmir,Aegean,VIP,2021-10-17
CSTMR0058,Male,28,Antalya,Mediterranean,Standard,2022-02-22
CSTMR0059,Female,20,Istanbul,Marmara,Standard,2020-03-30
CSTMR0060,Other,47,Istanbul,Marmara,VIP,2022-05-18
CSTMR0061,Male,42,Istanbul,Marmara,Standard,2021-04-05
CSTMR0062,Male,60,Eskisehir,Central Anatolia,Premium,2021-01-24
CSTMR0063,Female,22,Antalya,Mediterranean,Standard,2022-05-26
CSTMR0064,Other,59,Ankara,Central Anatolia,Standard,2020-05-25
CSTMR0065,Male,18,Antalya,Mediterranean,Standard,2022-03-05
CSTMR0066,Female,54,Istanbul,Marmara,Standard,2021-05-25
CSTMR0067,Male,41,Trabzon,Black Sea,Premium,2022-02-09
CSTMR0068,Female,41,Antalya,Mediterranean,Standard,2020-03-23
CSTMR0069,Female,21,Izmir,Aegean,Standard,2020-02-03
CSTMR0070,Female,44,Izmir,Aegean,Premium,2021-11-04
CSTMR0071,Male,49,Antalya,Mediterranean,Standard,2022-09-16
CSTMR0072,Male,31,Istanbul,Marmara,Premium,2022-07-07
CSTMR0073,Other,26,Istanbul,Marmara,Premium,2022-02-02
CSTMR0074,Female,46,Izmir,Aegean,Premium,2022-05-08
CSTMR0075,Male,18,Eskisehir,Central Anatolia,Premium,2021-06-25
CSTMR0076,Female,61,Antalya,Mediterranean,Premium,2022-06-18
CSTMR0077,Male,39,Istanbul,Marmara,Standard,2020-05-05
CSTMR0078,Female,32,Istanbul,Marmara,Standard,2022-01-30
CSTMR0079,Female,57,Istanbul,Marmara,Premium,2022-06-18
CSTMR0080,Other,28,Kocaeli,Marmara,Premium,2020-04-02
CSTMR0081,Female,45,Istanbul,Marmara,Standard,2021-11-12
CSTMR0082,Female,31,Istanbul,Marmara,Premium,2020-08-20
CSTMR0083,Male,33,Istanbul,Marmara,Premium,2022-03-04
CSTMR0084,Female,28,Istanbul,Marmara,Standard,2020-12-15
CSTMR0085,Female,40,Adana,Mediterranean,Standard,2020-10-29
CSTMR0086,Female,28,Izmir,Aegean,Premium,2020-03-18
CSTMR0087,Male,44,Kocaeli,Marmara,Standard,2022-03-16
CSTMR0088,Female,41,Istanbul,Marmara,Standard,2021-04-29
CSTMR0089,Male,19,Istanbul,Marmara,Premium,2020-01-25
CSTMR0090,Male,40,Kocaeli,Marmara,Premium,2020-04-20
CSTMR0091,Female,63,Izmir,Aegean,Premium,2021-02-28
CSTMR0092,Other,54,Izmir,Aegean,Premium,2020-11-10
CSTMR0093,Female,33,Istanbul,Marmara,Standard,2021-09-15
CSTMR0094,Male,35,Istanbul,Marmara,Standard,2022-04-02
CSTMR0095,Female,47,Istanbul,Marmara,Standard,2020-04-27
CSTMR0096,Male,39,Izmir,Aegean,Standard,2020-07-12
CSTMR0097,Male,49,Istanbul,Marmara,Standard,2023-02-15
CSTMR0098,Female,28,Aydin,Aegean,Premium,2020-05-19
CSTMR0099,Male,45,Istanbul,Marmara,Standard,2022-04-24
CSTMR0100,Male,18,Istanbul,Marmara,Standard,2020-01-10
CSTMR0101,Male,45,Istanbul,Marmara,Standard,2020-11-24
CSTMR0102,Male,25,Kocaeli,Marmara,Premium,2023-01-23
CSTMR0103,Male,40,Istanbul,Marmara,Standard,2021-05-27
CSTMR0104,Male,39,Ankara,Central Anatolia,Premium,2022-05-22
CSTMR0105,Male,32,Istanbul,Marmara,Standard,2020-03-18
CSTMR0106,Male,43,Ankara,Central Anatolia,Standard,2020-03-29
CSTMR0107,Female,44,Izmir,Aegean,Standard,2022-11-12
CSTMR0108,Female,41,Bursa,Marmara,Standard,2022-10-03
CSTMR0109,Male,40,Istanbul,Marmara,Standard,2021-08-01
CSTMR0110,Male,47,Istanbul,Marmara,Standard,2022-11-04
CSTMR0111,Male,43,Trabzon,Black Sea,Premium,2023-01-25
CSTMR0112,Male,56,Istanbul,Marmara,Premium,2020-07-14
CSTMR0113,Female,33,Ankara,Central Anatolia,Standard,2023-03-28
CSTMR0114,Male,47,Izmir,Aegean,Standard,2020-01-15
CSTMR0115,Male,47,Aydin,Aegean,Standard,2020-04-04
CSTMR0116,Male,26,Aydin,Aegean,VIP,2020-03-09
CSTMR0117,Male,23,Bursa,Marmara,Standard,2020-12-11
CSTMR0118,Female,29,Izmir,Aegean,Standard,2022-08-15
CSTMR0119,Male,45,Istanbul,Marmara,VIP,2022-10-04
CSTMR0120,Male,56,Aydin,Aegean,Standard,2023-02-03
CSTMR0121,Male,30,Istanbul,Marmara,Premium,2022-09-09
CSTMR0122,Male,32,Kocaeli,Marmara,Standard,2022-07-24
CSTMR0123,Female,28,Ankara,Central Anatolia,Standard,2022-07-25
CSTMR0124,Female,45,Ankara,Central Anatolia,Standard,2021-01-20
CSTMR0125,Female,39,Istanbul,Marmara,Standard,2022-02-01
CSTMR0126,Female,47,Kocaeli,Marmara,Standard,2021-12-10
CSTMR0127,Female,29,Istanbul,Marmara,VIP,2022-12-08
CSTMR0128,Female,48,Istanbul,Marmara,VIP,2020-12-07
CSTMR0129,Female,68,Istanbul,Marmara,Premium,2020-08-02
CSTMR0130,Female,38,Istanbul,Marmara,Standard,2021-10-31
CSTMR0131,Male,68,Istanbul,Marmara,Standard,2021-08-12
CSTMR0132,Female,24,Kocaeli,Marmara,Standard,2023-02-10
CSTMR0133,Female,33,Ankara,Central Anatolia,Premium,2022-03-10
CSTMR0134,Other,33,Kocaeli,Marmara,Premium,2020-03-27
CSTMR0135,Male,34,Izmir,Aegean,Standard,2021-03-18
CSTMR0136,Male,50,Istanbul,Marmara,Standard,2021-08-01
CSTMR0137,Male,48,Adana,Mediterranean,VIP,2023-02-17
CSTMR0138,Female,45,Antalya,Mediterranean,Standard,2020-06-30
CSTMR0139,Male,18,Eskisehir,Central Anatolia,Standard,2022-03-25
CSTMR0140,Male,59,Ankara,Central Anatolia,Standard,2021-12-07
CSTMR0141,Female,22,Izmir,Aegean,VIP,2022-12-12
CSTMR0142,Male,59,Ankara,Central Anatolia,Standard,2021-08-15
CSTMR0143,Male,39,Bursa,Marmara,Premium,2023-02-12
CSTMR0144,Other,39,Izmir,Aegean,Standard,2021-05-08
CSTMR0145,Male,31,Istanbul,Marmara,Premium,2023-03-15
CSTMR0146,Male,28,Kocaeli,Marmara,Premium,2020-02-03
CSTMR0147,Male,32,Istanbul,Marmara,Premium,2020-01-27
CSTMR0148,Male,44,Izmir,Aegean,Standard,2020-09-24
CSTMR0149,Male,52,Bursa,Marmara,Standard,2021-12-02
CSTMR0150,Female,41,Istanbul,Marmara,Premium,2022-03-29
CSTMR0151,Male,47,Aydin,Aegean,Standard,2022-01-13
CSTMR0152,Female,36,Izmir,Aegean,Standard,2022-01-27
CSTMR0153,Male,41,Istanbul,Marmara,Standard,2022-08-15
CSTMR0154,Female,18,Izmir,Aegean,Premium,2020-03-13
CSTMR0155,Female,61,Bursa,Marmara,Standard,2022-11-28
CSTMR0156,Male,37,Istanbul,Marmara,Standard,2020-04-11
CSTMR0157,Male,22,Kocaeli,Marmara,Premium,2020-08-03
CSTMR0158,Male,35,Ankara,Central Anatolia,VIP,2021-01-08
CSTMR0159,Male,41,Izmir,Aegean,Standard,2021-05-03
CSTMR0160,Other,46,Aydin,Aegean,Standard,2021-12-11
CSTMR0161,Female,18,Istanbul,Marmara,Standard,2020-05-16
CSTMR0162,Male,34,Bursa,Marmara,Standard,2021-08-16
CSTMR0163,Female,54,Izmir,Aegean,Standard,2023-03-28
CSTMR0164,Male,18,Kocaeli,Marmara,Standard,2020-05-10
CSTMR0165,Male,34,Istanbul,Marmara,Premium,2021-05-11
CSTMR0166,Male,39,Aydin,Aegean,Premium,2023-03-30
CSTMR0167,Female,38,Antalya,Mediterranean,Standard,2022-11-28
CSTMR0168,Female,50,Istanbul,Marmara,Premium,2020-11-13
CSTMR0169,Male,32,Bursa,Marmara,Standard,2021-01-23
CSTMR0170,Female,55,Bursa,Marmara,Standard,2021-01-10
CSTMR0171,Male,18,Izmir,Aegean,Premium,2023-03-09
CSTMR0172,Other,23,Istanbul,Marmara,Premium,2021-12-10
CSTMR0173,Female,47,Adana,Mediterranean,Standard,2021-07-17
CSTMR0174,Male,40,Ankara,Central Anatolia,Standard,2022-06-03
CSTMR0175,Male,36,Istanbul,Marmara,Standard,2021-05-20
CSTMR0176,Female,31,Istanbul,Marmara,Standard,2022-12-06
CSTMR0177,Male,45,Istanbul,Marmara,Premium,2021-02-22
CSTMR0178,Female,67,Istanbul,Marmara,Premium,2020-06-08
CSTMR0179,Male,18,Istanbul,Marmara,Standard,2022-07-09
CSTMR0180,Female,27,Istanbul,Marmara,Standard,2022-08-12
CSTMR0181,Male,38,Antalya,Mediterranean,VIP,2022-08-30
CSTMR0182,Male,30,Istanbul,Marmara,VIP,2020-08-11
CSTMR0183,Male,60,Kocaeli,Marmara,Premium,2020-08-03
CSTMR0184,Male,47,Ankara,Central Anatolia,Premium,2022-03-26
CSTMR0185,Female,50,Izmir,Aegean,Premium,2021-02-25
CSTMR0186,Female,52,Antalya,Mediterranean,Premium,2022-01-30
CSTMR0187,Male,33,Ankara,Central Anatolia,Premium,2020-03-22
CSTMR0188,Female,27,Kocaeli,Marmara,Standard,2020-10-21
CSTMR0189,Male,45,Istanbul,Marmara,Standard,2022-05-15
CSTMR0190,Male,18,Ankara,Central Anatolia,Standard,2021-04-11
CSTMR0191,Female,36,Izmir,Aegean,VIP,2020-02-06
CSTMR0192,Female,41,Izmir,Aegean,Premium,2021-12-31
CSTMR0193,Female,35,Istanbul,Marmara,Premium,2023-02-17
CSTMR0194,Female,60,Adana,Mediterranean,Premium,2020-10-11
CSTMR0195,Female,18,Istanbul,Marmara,Standard,2022-11-22
CSTMR0196,Female,54,Ankara,Central Anatolia,Standard,2021-07-23
CSTMR0197,Male,46,Istanbul,Marmara,Premium,2020-02-08
CSTMR0198,Male,37,Istanbul,Marmara,Standard,2023-02-27
CSTMR0199,Female,43,Ankara,Central Anatolia,Standard,2020-03-24
CSTMR0200,Male,40,Adana,Mediterranean,Standard,2021-07-23
CSTMR0201,Male,22,Ankara,Central Anatolia,Standard,2020-07-26
CSTMR0202,Male,55,Istanbul,Marmara,Premium,2021-06-03
CSTMR0203,Male,45,Istanbul,Marmara,VIP,2021-11-23
CSTMR0204,Male,53,Istanbul,Marmara,Standard,2021-06-10
CSTMR0205,Female,42,Bursa,Marmara,Premium,2022-10-13
CSTMR0206,Male,28,Istanbul,Marmara,Standard,2021-01-20
CSTMR0207,Female,34,Istanbul,Marmara,Premium,2020-12-03
CSTMR0208,Male,37,Istanbul,Marmara,Premium,2021-12-29
CSTMR0209,Female,37,Istanbul,Marmara,Standard,2021-02-04
CSTMR0210,Female,31,Istanbul,Marmara,Standard,2023-01-14
CSTMR0211,Female,38,Eskisehir,Central Anatolia,Standard,2021-08-11
CSTMR0212,Female,28,Istanbul,Marmara,Premium,2022-05-20
CSTMR0213,Female,42,Istanbul,Marmara,VIP,2021-09-26
CSTMR0214,Male,39,Istanbul,Marmara,Premium,2021-07-06
CSTMR0215,Male,48,Istanbul,Marmara,Premium,2020-09-07
CSTMR0216,Female,45,Izmir,Aegean,Premium,2020-01-22
CSTMR0217,Male,58,Istanbul,Marmara,Premium,2022-10-10
CSTMR0218,Female,40,Kocaeli,Marmara,Standard,2020-05-01
CSTMR0219,Male,44,Bursa,Marmara,Standard,2020-10-14
CSTMR0220,Female,42,Aydin,Aegean,Standard,2021-10-23
CSTMR0221,Female,27,Bursa,Marmara,Standard,2021-03-20
CSTMR0222,Other,37,Istanbul,Marmara,Standard,2022-05-11
CSTMR0223,Male,42,Aydin,Aegean,Standard,2021-06-15
CSTMR0224,Female,50,Kocaeli,Marmara,Standard,2021-02-23
CSTMR0225,Female,56,Ankara,Central Anatolia,Standard,2020-10-21
CSTMR0226,Male,57,Eskisehir,Central Anatolia,Premium,2021-06-13
CSTMR0227,Female,42,Eskisehir,Central Anatolia,Standard,2022-07-28
CSTMR0228,Female,29,Bursa,Marmara,Standard,2022-10-01
CSTMR0229,Male,57,Izmir,Aegean,Standard,2023-01-12
CSTMR0230,Female,18,Bursa,Marmara,Premium,2020-01-28
CSTMR0231,Female,51,Istanbul,Marmara,Standard,2020-10-27
CSTMR0232,Female,29,Eskisehir,Central Anatolia,Standard,2021-09-21
CSTMR0233,Male,49,Bursa,Marmara,Standard,2022-08-29
CSTMR0234,Male,32,Istanbul,Marmara,Standard,2023-02-18
CSTMR0235,Male,55,Aydin,Aegean,Standard,2020-06-04
CSTMR0236,Female,40,Kocaeli,Marmara,Standard,2020-11-29
CSTMR0237,Female,36,Antalya,Mediterranean,Standard,2022-04-16
CSTMR0238,Other,25,Izmir,Aegean,VIP,2020-10-02
CSTMR0239,Male,48,Bursa,Marmara,Standard,2021-05-09
CSTMR0240,Female,42,Kocaeli,Marmara,Standard,2020-05-30
CSTMR0241,Male,26,Izmir,Aegean,Standard,2020-05-08
CSTMR0242,Female,45,Istanbul,Marmara,Premium,2020-03-26
CSTMR0243,Male,37,Istanbul,Marmara,Premium,2023-03-14
CSTMR0244,Male,40,Ankara,Central Anatolia,Premium,2022-09-13
CSTMR0245,Male,25,Izmir,Aegean,Standard,2022-12-12
CSTMR0246,Male,46,Istanbul,Marmara,Standard,2022-10-06
CSTMR0247,Male,33,Istanbul,Marmara,Standard,2022-08-28
CSTMR0248,Male,40,Istanbul,Marmara,Premium,2020-01-19
CSTMR0249,Male,34,Ankara,Central Anatolia,Standard,2022-04-01
CSTMR0250,Male,54,Izmir,Aegean,Standard,2021-12-11
CSTMR0251,Female,64,Kocaeli,Marmara,Standard,2020-10-17
CSTMR0252,Male,51,Izmir,Aegean,Standard,2022-08-31
CSTMR0253,Male,49,Kocaeli,Marmara,Premium,2021-03-29
CSTMR0254,Female,34,Istanbul,Marmara,Standard,2023-03-02
CSTMR0255,Male,65,Ankara,Central Anatolia,Standard,2021-05-12
CSTMR0256,Female,46,Ankara,Central Anatolia,Premium,2021-09-10
CSTMR0257,Male,34,Antalya,Mediterranean,Standard,2020-11-19
CSTMR0258,Female,42,Istanbul,Marmara,Standard,2022-08-21
CSTMR0259,Female,49,Kocaeli,Marmara,Premium,2023-03-13
CSTMR0260,Female,30,Bursa,Marmara,Standard,2021-08-11
CSTMR0261,Female,44,Istanbul,Marmara,Standard,2022-06-27
CSTMR0262,Female,26,Ankara,Central Anatolia,VIP,2021-03-20
CSTMR0263,Male,54,Izmir,Aegean,Premium,2021-07-12
CSTMR0264,Male,37,Ankara,Central Anatolia,Premium,2021-12-26
CSTMR0265,Male,25,Bursa,Marmara,Standard,2021-11-12
CSTMR0266,Male,43,Istanbul,Marmara,Premium,2020-02-19
CSTMR0267,Female,50,Ankara,Central Anatolia,Standard,2022-09-19
CSTMR0268,Male,44,Istanbul,Marmara,Standard,2023-02-05
CSTMR0269,Female,52,Kocaeli,Marmara,Premium,2021-10-11
CSTMR0270,Other,57,Istanbul,Marmara,Standard,2022-07-09
CSTMR0271,Male,28,Bursa,Marmara,Standard,2023-04-05
CSTMR0272,Female,57,Istanbul,Marmara,Premium,2020-10-28
CSTMR0273,Male,18,Istanbul,Marmara,Standard,2022-01-13
CSTMR0274,Female,44,Bursa,Marmara,Standard,2022-12-29
CSTMR0275,Male,28,Ankara,Central Anatolia,Premium,2020-06-08
CSTMR0276,Female,38,Izmir,Aegean,Standard,2022-10-10
CSTMR0277,Female,20,Trabzon,Black Sea,Standard,2020-04-25
CSTMR0278,Male,22,Antalya,Mediterranean,Standard,2020-10-13
CSTMR0279,Female,19,Ankara,Central Anatolia,Premium,2022-11-01
CSTMR0280,Female,18,Ankara,Central Anatolia,VIP,2020-08-24
CSTMR0281,Male,28,Izmir,Aegean,Standard,2023-01-12
CSTMR0282,Male,47,Ankara,Central Anatolia,Standard,2023-03-30
CSTMR0283,Female,34,Istanbul,Marmara,VIP,2020-12-26
CSTMR0284,Female,33,Izmir,Aegean,Standard,2022-04-14
CSTMR0285,Other,42,Eskisehir,Central Anatolia,Premium,2020-05-22
CSTMR0286,Female,67,Istanbul,Marmara,Premium,2021-07-14
CSTMR0287,Female,49,Ankara,Central Anatolia,Standard,2020-05-13
CSTMR0288,Female,34,Ankara,Central Anatolia,Standard,2021-02-02
CSTMR0289,Male,25,Adana,Mediterranean,Standard,2020-09-22
CSTMR0290,Male,53,Ankara,Central Anatolia,Standard,2020-06-12
CSTMR0291,Female,41,Ankara,Central Anatolia,Standard,2023-02-14
CSTMR0292,Other,36,Kocaeli,Marmara,Standard,2023-01-07
CSTMR0293,Male,37,Istanbul,Marmara,Standard,2022-04-25
CSTMR0294,Female,43,Ankara,Central Anatolia,Premium,2021-11-02
CSTMR0295,Female,26,Istanbul,Marmara,Standard,2022-02-16
CSTMR0296,Female,43,Ankara,Central Anatolia,Standard,2022-12-15
CSTMR0297,Female,29,Istanbul,Marmara,Standard,2021-02-03
CSTMR0298,Female,48,Trabzon,Black Sea,Standard,2022-02-23
CSTMR0299,Male,43,Ankara,Central Anatolia,Standard,2022-12-22
CSTMR0300,Female,25,Izmir,Aegean,Standard,2021-04-27
CSTMR0301,Female,44,Ankara,Central Anatolia,Standard,2021-05-24
CSTMR0302,Female,47,Bursa,Marmara,Premium,2022-01-11
CSTMR0303,Male,39,Istanbul,Marmara,Premium,2020-07-31
CSTMR0304,Female,24,Istanbul,Marmara,Standard,2020-06-21
CSTMR0305,Female,47,Kocaeli,Marmara,Standard,2020-07-01
CSTMR0306,Male,22,Ankara,Central Anatolia,Standard,2021-09-15
CSTMR0307,Male,21,Bursa,Marmara,Standard,2020-01-21
CSTMR0308,Female,18,Istanbul,Marmara,Premium,2023-02-17
CSTMR0309,Female,18,Ankara,Central Anatolia,Premium,2020-08-19
CSTMR0310,Male,33,Izmir,Aegean,Premium,2021-12-26
CSTMR0311,Male,38,Istanbul,Marmara,Premium,2022-07-28
CSTMR0312,Male,28,Istanbul,Marmara,Standard,2020-03-27
CSTMR0313,Male,21,Istanbul,Marmara,Premium,2021-02-02
CSTMR0314,Female,26,Bursa,Marmara,Premium,2021-03-17
CSTMR0315,Male,28,Istanbul,Marmara,Premium,2022-09-18
CSTMR0316,Male,48,Ankara,Central Anatolia,Standard,2020-12-25
CSTMR0317,Male,34,Izmir,Aegean,Standard,2020-06-17
CSTMR0318,Female,34,Eskisehir,Central Anatolia,Standard,2020-05-28
CSTMR0319,Female,37,Antalya,Mediterranean,Standard,2022-06-10
CSTMR0320,Female,25,Istanbul,Marmara,Standard,2020-07-01
CSTMR0321,Male,18,Istanbul,Marmara,Premium,2021-02-17
CSTMR0322,Male,49,Kocaeli,Marmara,Standard,2020-04-22
CSTMR0323,Female,41,Ankara,Central Anatolia,Premium,2022-07-31
CSTMR0324,Male,41,Bursa,Marmara,Premium,2020-10-28
CSTMR0325,Female,25,Kocaeli,Marmara,Standard,2020-08-22
CSTMR0326,Female,44,Aydin,Aegean,Premium,2022-02-08
CSTMR0327,Female,31,Kocaeli,Marmara,Standard,2020-03-28
CSTMR0328,Male,45,Ankara,Central Anatolia,Standard,2021-11-26
CSTMR0329,Female,50,Bursa,Marmara,Standard,2020-05-15
CSTMR0330,Other,40,Istanbul,Marmara,Standard,2021-05-29
CSTMR0331,Male,53,Istanbul,Marmara,Premium,2022-10-30
CSTMR0332,Female,32,Izmir,Aegean,Premium,2022-12-25
CSTMR0333,Male,36,Ankara,Central Anatolia,Standard,2021-07-19
CSTMR0334,Female,38,Ankara,Central Anatolia,Standard,2022-11-09
CSTMR0335,Female,46,Trabzon,Black Sea,Premium,2020-05-11
CSTMR0336,Male,33,Ankara,Central Anatolia,Standard,2022-10-10
CSTMR0337,Female,58,Istanbul,Marmara,Standard,2020-02-07
CSTMR0338,Male,28,Bursa,Marmara,Standard,2020-09-29
CSTMR0339,Male,31,Izmir,Aegean,Standard,2022-12-14
CSTMR0340,Male,40,Kocaeli,Marmara,Standard,2021-08-16
CSTMR0341,Female,51,Istanbul,Marmara,Premium,2021-10-25
CSTMR0342,Male,20,Aydin,Aegean,Standard,2022-07-15
CSTMR0343,Female,27,Aydin,Aegean,Standard,2021-04-25
CSTMR0344,Male,34,Izmir,Aegean,Premium,2022-02-01
CSTMR0345,Male,27,Izmir,Aegean,Standard,2021-10-21
CSTMR0346,Male,31,Bursa,Marmara,Premium,2020-03-18
CSTMR0347,Male,42,Istanbul,Marmara,Premium,2020-09-10
CSTMR0348,Male,38,Antalya,Mediterranean,Standard,2021-07-16
CSTMR0349,Female,50,Ankara,Central Anatolia,VIP,2020-02-18
CSTMR0350,Male,35,Aydin,Aegean,Standard,2021-09-29
CSTMR0351,Male,57,Ankara,Central Anatolia,Standard,2021-11-16
CSTMR0352,Male,32,Ankara,Central Anatolia,Standard,2022-09-11
CSTMR0353,Female,36,Istanbul,Marmara,Premium,2020-06-11
CSTMR0354,Female,35,Adana,Mediterranean,Standard,2020-07-23
CSTMR0355,Female,50,Istanbul,Marmara,Standard,2021-11-20
CSTMR0356,Male,62,Eskisehir,Central Anatolia,VIP,2021-11-02
CSTMR0357,Male,46,Istanbul,Marmara,Premium,2021-05-06
CSTMR0358,Female,39,Kocaeli,Marmara,Premium,2020-01-21
CSTMR0359,Male,41,Bursa,Marmara,Standard,2022-05-02
CSTMR0360,Female,21,Istanbul,Marmara,Standard,2021-09-20
CSTMR0361,Male,40,Kocaeli,Marmara,Premium,2021-07-26
CSTMR0362,Male,51,Istanbul,Marmara,Standard,2020-06-25
CSTMR0363,Male,25,Istanbul,Marmara,Premium,2020-01-22
CSTMR0364,Male,18,Bursa,Marmara,Standard,2021-03-10
CSTMR0365,Female,38,Ankara,Central Anatolia,Premium,2021-09-02
CSTMR0366,Male,29,Istanbul,Marmara,Standard,2021-01-25
CSTMR0367,Male,47,Istanbul,Marmara,Premium,2022-01-13
CSTMR0368,Male,47,Ankara,Central Anatolia,Premium,2022-09-27
CSTMR0369,Male,59,Istanbul,Marmara,Standard,2022-12-03
CSTMR0370,Female,62,Istanbul,Marmara,Standard,2021-08-23
CSTMR0371,Female,21,Istanbul,Marmara,Premium,2020-01-08
CSTMR0372,Male,34,Izmir,Aegean,Standard,2022-12-31
CSTMR0373,Male,38,Istanbul,Marmara,Standard,2021-04-12
CSTMR0374,Male,48,Izmir,Aegean,Standard,2022-05-26
CSTMR0375,Female,31,Eskisehir,Central Anatolia,Standard,2021-11-18
CSTMR0376,Female,31,Izmir,Aegean,Premium,2021-06-27
CSTMR0377,Female,25,Aydin,Aegean,Premium,2023-03-31
CSTMR0378,Female,37,Bursa,Marmara,Premium,2020-09-03
CSTMR0379,Female,31,Bursa,Marmara,Premium,2020-08-14
CSTMR0380,Male,44,Ankara,Central Anatolia,Standard,2021-10-07
CSTMR0381,Female,53,Bursa,Marmara,Premium,2021-12-25
CSTMR0382,Female,36,Ankara,Central Anatolia,Standard,2022-09-12
CSTMR0383,Female,40,Bursa,Marmara,Standard,2021-06-29
CSTMR0384,Female,32,Ankara,Central Anatolia,Standard,2022-08-10
CSTMR0385,Female,47,Ankara,Central Anatolia,Premium,2022-07-19
CSTMR0386,Male,45,Istanbul,Marmara,Standard,2021-04-27
CSTMR0387,Female,41,Istanbul,Marmara,Standard,2022-08-25
CSTMR0388,Male,34,Istanbul,Marmara,Standard,2021-03-17
CSTMR0389,Female,50,Antalya,Mediterranean,Premium,2021-04-04
CSTMR0390,Male,22,Istanbul,Marmara,Premium,2020-07-28
CSTMR0391,Male,19,Istanbul,Marmara,Standard,2021-05-15
CSTMR0392,Female,20,Adana,Mediterranean,Standard,2021-08-18
CSTMR0393,Male,42,Adana,Mediterranean,Premium,2022-06-17
CSTMR0394,Male,29,Istanbul,Marmara,Premium,2022-12-22
